Location,Titles
"36.067108,120.382609",Down but not out in posterior cingulate cortex: Deactivation yet functional coupling with prefrontal cortex during demanding semantic cognition
"36.0769536,136.2117736",Sex differences in the default mode network with regard to autism spectrum traits: a resting state fMRI study
"36.089796,-80.268565",Effect of resting-state functional MR imaging duration on stability of graph theory metrics of brain network connectivity
"36.0922564,136.2987065",Sex differences in the default mode network with regard to autism spectrum traits: a resting state fMRI study
"36.0998775,-80.2400936","Traumatic brain injury imaging research roadmap, Moderate-heavy alcohol consumption lifestyle in older adults is associated with altered central executive network community structure during cognitive task, A permutation testing framework to compare groups of brain networks, Analyzing complex functional brain networks: fusing statistics and network science to understand the brain, Consistency of network modules in resting-state FMRI connectome data"
"36.1415561,-86.803952",Imbalance in resting state functional connectivity is associated with eating behaviors and adiposity in children
"36.1432012,-86.80062339999999",Analyzing the association between functional connectivity of the brain and intellectual performance
"36.1442951,-86.8009271","Imbalance in resting state functional connectivity is associated with eating behaviors and adiposity in children, Brain structure in autism: a voxel-based morphometry analysis of the Autism Brain Imaging Database Exchange (ABIDE)"
"36.1446967,-86.8021143",Multi-parametric neuroimaging reproducibility: a 3-T resource study
"36.1447034,-86.8026551",Mapping Lifetime Brain Volumetry with Covariate-Adjusted Restricted Cubic Spline Regression from Cross-Sectional Multi-site MRI
"36.167308,-115.154615",Disruptions in brain networks of older fallers are associated with subsequent cognitive decline: a 12-month prospective exploratory study
"36.204824,138.252924",Frequency-specific network topologies in the resting human brain
"36.2134842,-81.6841448",College students with ADHD
"36.3693921,127.3640249",Somatic mutations in disorders with disrupted brain connectivity
"36.399184,127.394656",Dexmedetomidine Disrupts the Local and Global Efficiencies of Large-scale Brain Networks
"36.4015952,127.4007902","A new approach to investigate the association between brain functional connectivity and disease characteristics of attention-deficit/hyperactivity disorder:  …, Abnormalities of inter-and intra-hemispheric functional connectivity in autism spectrum disorders: a study using the autism brain imaging data exchange  …"
"36.40203959999999,127.400918",Functional brain networks associated with eating behaviors in obesity
"36.428067,115.995123",Feature fusion via hierarchical supervised local CCA for diagnosis of autism spectrum disorder
"36.778261,-119.4179324",The neural architecture of the language comprehension network: converging evidence from lesion and connectivity analyses
"37.09024,-95.712891",Attributed graph distance measure for automatic detection of attention deficit hyperactive disordered subjects
"37.197055,-3.6245507",On the brain structure heterogeneity of autism: Parsing out acquisition site effects with significance‐weighted principal component analysis
"37.22838429999999,-80.42341669999999","Social-cognitive, physiological, and neural mechanisms, Computational neuroimaging strategies for single patient predictions, Social-cognitive, physiological, and neural mechanisms underlying emotion regulation impairments: Understanding anxiety in autism spectrum disorder"
"37.231472,-80.4224809","The real-time fMRI neurofeedback based stratification of Default Network Regulation Neuroimaging data repository, BROCCOLI: Software for fast fMRI analysis on many-core CPUs and GPUs"
"37.2515414,127.0549965",Deep neural network with weight sparsity control and pre-training extracts hierarchical features and enhances classification performance: Evidence from whole-brain  …
"37.2575796,-79.9425985","BROCCOLI: Software for fast fMRI analysis on many-core CPUs and GPUs, NeuroImage: Clinical, Predicting intrinsic brain activity, An open science resource for establishing reliability and reproducibility in functional connectomics, Social-cognitive, physiological, and neural mechanisms underlying emotion regulation impairments: Understanding anxiety in autism spectrum disorder, NeuroImage: Clinical, NeuroImage: Clinical, Harnessing graphics processing units for improved neuroimaging statistics, The real-time fMRI neurofeedback based stratification of Default Network Regulation Neuroimaging data repository, NeuroImage: Clinical, Social-cognitive, physiological, and neural mechanisms"
"37.2635727,127.0286009",Building better biomarkers: brain models in translational neuroimaging
"37.2930009,126.9753024",Functional connectivity of child and adolescent attention deficit hyperactivity disorder patients: correlation with IQ
"37.300344,126.97086",Building better biomarkers: brain models in translational neuroimaging
"37.4274745,-122.169719","Scanning the horizon: towards transparent and reproducible neuroimaging research, The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism, Progress and challenges in probing the human brain, Science In the Cloud (SIC): A use case in MRI Connectomics, A practical guide for improving transparency and reproducibility in neuroimaging research, The Dynamics of Functional Brain Networks: Integrated Network States during Cognitive Task Performance, Incomplete Hippocampal Inversion: A Comprehensive MRI Study of Over 2000 Subjects., Local adaptive segmentation, The visual white matter: The application of diffusion MRI and fiber tractography to vision science"
"37.4286262,-122.170807","Estimating large-scale network convergence in the human functional connectome, Making big data open: data sharing in neuroimaging"
"37.429422,-122.173869",Local adaptive segmentation
"37.4318102,-122.175758","Salience network–based classification and prediction of symptom severity in children with autism, Brain hyperconnectivity in children with autism and its links to social deficits, A robust classifier to distinguish noise from fMRI independent components, Reconceptualizing functional brain connectivity in autism from a developmental perspective, Dynamic reconfiguration of structural and functional connectivity across core neurocognitive brain networks with development, The function biomedical informatics research network data repository, Local adaptive segmentation, Sex differences in cortical volume and gyrification in autism, Perturbed connectivity of the amygdala and its subregions with the central executive and default mode networks in chronic pain, Underconnectivity between voice-selective cortex and reward circuitry in children with autism, Insula response and connectivity during social and non-social attention in children with autism, Sex differences in structural organization of motor systems and their dissociable links with repetitive/restricted behaviors in children with autism, Brainhack: a collaborative workshop for the open neuroscience community, Developmental pathways to functional brain networks: emerging principles, Brainhack: a collaborative workshop for the open neuroscience community, Aberrant cross-brain network interaction in children with attention-deficit/hyperactivity disorder and its relation to attention deficits: A multisite and cross-site replication  …, Translational Meta-analytical Methods to Localize the Regulatory Patterns of Neurological Disorders in the Human Brain"
