index,Title,URL,Year,Citations,Versions,Cluster ID,PDF link,Citations list,Versions list,Citation link,Excerpt,Journal,Authors,Publisher,CPY,PMCIDS,Full,Excerpts
287,Overlapping and parallel cerebello-cerebral networks contributing to sensorimotor control: an intrinsic functional connectivity study,http://www.sciencedirect.com/science/article/pii/S1053811913007830,2013.0,28,10,11282663024695112789,,"http://scholar.google.com/scholar?cites=11282663024695112789&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=11282663024695112789&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:VfRiKz4SlJwJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYUMeMqWtiBNvT7St5B19Ao0l6QghI&scisf=4&ct=citation&cd=146&hl=en,"... Material and methods. Participants. We included 38 MR data sets from healthy participants(25 female; mean age of 30.34 ± 7.51 years), distributed by the 1000 Functional ConnectomeProject (http://fcon_1000.projects.nitrc.org/indi/pro/Berlin.html). ...",Neuroimage,"Kipping, Judy A & Grodd, Wolfgang & Kumar, Vinod & Taubert, Marco & Villringer, Arno & Margulies, Daniel S",Elsevier,5.6,23872155,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23872155&cmd=prlinks&retmode=ref,['N/A']
288,Longitudinal effects of lesions on functional networks after stroke,http://journals.sagepub.com/doi/abs/10.1038/jcbfm.2013.80,2013.0,28,16,15032591390688045129,,"http://scholar.google.com/scholar?cites=15032591390688045129&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=15032591390688045129&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:SWiORzl-ntAJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYb9WuaSNlBYj1lAfQj4oEEzR3ekln&scisf=4&ct=citation&cd=333&hl=en,,Journal of Cerebral Blood Flow \& Metabolism,"Ovadia-Caro, Smadar & Villringer, Kersten & Fiebach, Jochen & Jungehulsing, Gerhard Jan & Van Der Meer, Elke & Margulies, Daniel S & Villringer, Arno","SAGE Publications Sage UK: London, England",5.6,23715061,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23715061&cmd=prlinks&retmode=ref,[]
289,Brain connectivity and visual attention,http://online.liebertpub.com/doi/abs/10.1089/brain.2012.0139,2013.0,28,9,749134067522438200,,"http://scholar.google.com/scholar?cites=749134067522438200&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=749134067522438200&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:OITRH3d1ZQoJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYkXVTTS7TI6JizQ4-c4IupB3ZTexw&scisf=4&ct=citation&cd=558&hl=en,"Skip Navigation Mary Ann Liebert, Inc. publishers. ...",Brain connectivity,"Parks, Emily L & Madden, David J","Mary Ann Liebert, Inc. 140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",5.6,23597177,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23597177&cmd=prlinks&retmode=ref,[]
290,Reorganization of functionally connected brain subnetworks in high‐functioning autism,http://onlinelibrary.wiley.com/doi/10.1002/hbm.23084/full,2016.0,11,8,12193695569314934176,,"http://scholar.google.com/scholar?cites=12193695569314934176&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=12193695569314934176&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:oG1F7IO1OKkJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJR6xBc2YzxcmJUMsdYww2FoWn3-Wg&scisf=4&ct=citation&cd=754&hl=en,Skip to Main Content. Wiley Online Library. Log in / Register. Log In E-MailAddress Password Forgotten Password? Remember Me. ...,Human brain mapping,"Glerean, Enrico & Pan, Raj K & Salmi, Juha & Kujala, Rainer & Lahnakoski, Juha M & Roine, Ulrika & Nummenmaa, Lauri & Lepp{\""a}m{\""a}ki, Sami & Nieminen-von Wendt, Taina & Tani, Pekka & others",Wiley Online Library,5.5,26686668,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26686668&cmd=prlinks&retmode=ref,[]
291,Multivariate classification of blood oxygen level–dependent fMRI data with diagnostic intention: a clinical perspective,http://www.ajnr.org/content/35/5/848.short,2014.0,22,5,14959417446490410707,,"http://scholar.google.com/scholar?cites=14959417446490410707&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=14959417446490410707&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:047XwOiGms8J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYl6Khzb1GljbhUzUMbDcZNwPVjM4D&scisf=4&ct=citation&cd=593&hl=en,American Journal of Neuroradiology. Skip to main page content. ...,American Journal of Neuroradiology,"Sundermann, B & Herr, D & Schwindt, W & Pfleiderer, B",Am Soc Neuroradiology,5.5,24029388,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24029388&cmd=prlinks&retmode=ref,['ADHD-200 global competition: Diagnosing ADHD using personal characteristic data can outperform resting state fMRI measurements']
292,BROCCOLI: Software for fast fMRI analysis on many-core CPUs and GPUs,http://books.google.com/books?hl=en&lr=&id=j9BnCwAAQBAJ&oi=fnd&pg=PA208&dq=fcon_1000.projects.nitrc.org+OR+%22Rockland+Sample%22+OR+%221000+Functional+Connectomes+Project%22+OR+%22International+Neuroimaging+Data-Sharing+Initiative%22+OR+%22Autism+Brain+Imaging+Data+Exchange%22+OR+ADHD-200+OR+%22Consortium+for+Reproducibility+and+Reliability%22&ots=tz_-OWQhmU&sig=7Od61FJ0TNfh7OoFQaEelK57uX8,2014.0,22,15,15040307822835725329,,"http://scholar.google.com/scholar?cites=15040307822835725329&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=15040307822835725329&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:EfSmJEfoudAJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYmcaKdGrJ-n6eD-hlXcNgBkiZ8VY4&scisf=4&ct=citation&cd=609&hl=en,"Page 209. NEUROINFORMATICS ORIGINAL RESEARCH ARTICLE published: 14March 2014 doi: 10.3389/fninf. 2014.00024 BROCCOLI: Software for fast fMRI analysison many-core CPUs and GPUs Anders Eklund1*, Paul ...",,"Eklund, Anders & Dufort, Paul & Villani, Mattias & LaConte, Stephen",,5.5,24672471,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24672471&cmd=prlinks&retmode=ref,['http://fcon_1000.projects.nitrc.org/fcpClassic/FcpTable.html']
293,Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study,http://www.sciencedirect.com/science/article/pii/S1053811915006199,2016.0,11,10,6861660178847946546,,"http://scholar.google.com/scholar?cites=6861660178847946546&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6861660178847946546&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:Mtes-ZODOV8J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJGkyssjp5RwPQJNBKvqy11fCChgEz&scisf=4&ct=citation&cd=493&hl=en,... The Consortium for Reliability and Reproducibility (CoRR: http://fcon_1000.projects.nitrc.org/indi/CoRR/html/index.html) is a very recent effort which aims at addressing these limitations bycreating and maintaining a public repository for resting state fMRI reproducibility data ...,Neuroimage,"Jovicich, Jorge & Minati, Ludovico & Marizzoni, Moira & Marchitelli, Rocco & Sala-Llonch, Roser & Bartr{\'e}s-Faz, David & Arnold, Jennifer & Benninghoff, Jens & Fiedler, Ute & Roccatagliata, Luca & others",Elsevier,5.5,26163799,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26163799&cmd=prlinks&retmode=ref,['N/A']
295,Mapping small-world properties through development in the human brain: disruption in schizophrenia,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0096176,2014.0,22,17,3322011660672285557,,"http://scholar.google.com/scholar?cites=3322011660672285557&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=3322011660672285557&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:dbsTLgEoGi4J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYOXeSxJnPMGVpKVwHvtRoNM6zvISY&scisf=4&ct=citation&cd=8&hl=en,... Data-sharing Initiative (http://fcon_1000.projects.nitrc.org/). The authors did not have any rolein the collection of the data nor had access to any identifying information from the participants.The test-retest study included 40 children from the WashU research site of the ADHD-200 ...,PloS one,"Tomasi, Dardo & Volkow, Nora D",Public Library of Science,5.5,24788815,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24788815&cmd=prlinks&retmode=ref,"['http://fcon_1000.projects.nitrc.org/', '). The authors did not have any role in the collection of the data nor had access to any identifying information from the participants. The test-retest study included 40 children from the WashU research site of the ADHD-200 dataset (', 'http://fcon_1000.projects.nitrc.org/indi/adhd200/', 'http://fcon_1000.projects.nitrc.org/indi/retro/cobre.html']"
296,"A cross-modal, cross-species comparison of connectivity measures in the primate brain",http://www.sciencedirect.com/science/article/pii/S1053811915009696,2016.0,11,9,3096730692480296924,,"http://scholar.google.com/scholar?cites=3096730692480296924&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=3096730692480296924&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:3GdWWijM-SoJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJLy01x9Xs4nxALVdU-lAQZLl7cMkP&scisf=4&ct=citation&cd=610&hl=en,"... construct. Here, we perform a direct comparison based on the high-resolution andhigh-contrast Enhanced Nathan Klein Institute (NKI) Rockland Sample neuroimagingdata set, and the CoCoMac database of tract tracing studies. ...",Neuroimage,"Reid, Andrew T & Lewis, John & Bezgin, Gleb & Khundrakpam, Budhachandra & Eickhoff, Simon B & McIntosh, Anthony R & Bellec, Pierre & Evans, Alan C",Elsevier,5.5,26515902,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26515902&cmd=prlinks&retmode=ref,['N/A']
297,Spatially varying coefficient model for neuroimaging data with jump discontinuities,http://amstat.tandfonline.com/doi/abs/10.1080/01621459.2014.881742,2014.0,22,20,9636345074972701783,,"http://scholar.google.com/scholar?cites=9636345074972701783&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9636345074972701783&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:VzTVRsosu4UJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYX7xY1keY0JmwsB9FIPEIOVDdhvai&scisf=4&ct=citation&cd=233&hl=en,,Journal of the American Statistical Association,"Zhu, Hongtu & Fan, Jianqing & Kong, Linglong",Taylor \& Francis,5.5,25435598,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25435598&cmd=prlinks&retmode=ref,[]
298,A database of age-appropriate average MRI templates,http://www.sciencedirect.com/science/article/pii/S1053811915003559,2016.0,11,8,5368299075661873647,,"http://scholar.google.com/scholar?cites=5368299075661873647&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=5368299075661873647&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:70HiHJEHgEoJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI4Hmbur4Z4YeMFM81V8IYRSRjJ_fw&scisf=4&ct=citation&cd=170&hl=en,This article summarizes a life-span neurodevelopmental MRI database. The study ofneurostructural development or neurofunctional development has been hampered b.,Neuroimage,"Richards, John E & Sanchez, Carmen & Phillips-Meek, Michelle & Xie, Wanze",Elsevier,5.5,25941089,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25941089&cmd=prlinks&retmode=ref,['N/A']
299,Altered resting-state connectivity in adolescent cannabis users,http://www.tandfonline.com/doi/abs/10.3109/00952990.2013.848213,2013.0,27,5,14675551232772262921,,"http://scholar.google.com/scholar?cites=14675551232772262921&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=14675551232772262921&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:CcxvgBcIqssJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYYU9TR97krzh5R0NdD81fdxpq0EKL&scisf=4&ct=citation&cd=245&hl=en,"... et al. The autism brain imaging data exchange: towards a large-scale evaluation ofthe intrinsic brain architecture in autism. Mol Psychiatry 2013 [18 June 2013; Epubahead of print; doi: 10.1038/mp.2013.78]). Local, spontaneous ...",The American journal of drug and alcohol abuse,"Orr, Catherine & Morioka, Rowen & Behan, Brendan & Datwani, Sameer & Doucet, Marika & Ivanovic, Jelena & Kelly, Clare & Weierstall, Karen & Watts, Richard & Smyth, Bobby & others",Taylor \& Francis,5.4,24200207,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24200207&cmd=prlinks&retmode=ref,[]
300,Contributions of low and high spatial frequency processing to impaired object recognition circuitry in schizophrenia,http://cercor.oxfordjournals.org/content/23/8/1849.short,2013.0,27,13,8511828787437513752,,"http://scholar.google.com/scholar?cites=8511828787437513752&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8511828787437513752&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:GCwoQC8XIHYJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYWdk6zQkwUJpnn4Li4vXqSOr8L15B&scisf=4&ct=citation&cd=190&hl=en,"We use cookies to enhance your experience on our website. By continuing touse our website, you are agreeing to our use of cookies. You can change yourcookie settings at any time. Find out more. Skip Navigation. ...",Cerebral cortex,"Calderone, Daniel J & Hoptman, Matthew J & Mart{\'\i}nez, Ant{\'\i}gona & Nair-Collins, Sangeeta & Mauro, Cristina J & Bar, Moshe & Javitt, Daniel C & Butler, Pamela D",Oxford Univ Press,5.4,22735157,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=22735157&cmd=prlinks&retmode=ref,"['Scans were performed with the same scanner described above. Functional scans contained 34 axial slices, with TR = 2000 ms, TE = 30 ms, and voxel size = 2.5 × 2.5 × 2.7 mm with a 0.8 mm skip. Preprocessing was conducted using the 1000 Functional Connectomes Project (', 'http://fcon_1000.projects.nitrc.org/indi/pro/nki.html']"
301,Relationship between large-scale functional and structural covariance networks in idiopathic generalized epilepsy,http://online.liebertpub.com/doi/abs/10.1089/brain.2012.0132,2013.0,27,8,7457922572791998759,,"http://scholar.google.com/scholar?cites=7457922572791998759&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=7457922572791998759&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:J2mi8RDdf2cJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYgC82VVtJhbd45XNrUO-ZUOzfo5Ju&scisf=4&ct=citation&cd=442&hl=en,"Skip Navigation Mary Ann Liebert, Inc. publishers. ...",Brain connectivity,"Liao, Wei & Zhang, Zhiqiang & Mantini, Dante & Xu, Qiang & Wang, Zhengge & Chen, Guanghui & Jiao, Qing & Zang, Yu-Feng & Lu, Guangming","Mary Ann Liebert, Inc. 140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",5.4,23510272,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23510272&cmd=prlinks&retmode=ref,[]
302,Behavioral and neuroanatomical phenotypes in mouse models of autism,http://link.springer.com/article/10.1007/s13311-015-0360-z,2015.0,16,8,10648428401957770320,,"http://scholar.google.com/scholar?cites=10648428401957770320&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10648428401957770320&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:UJTfujbRxpMJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJUOxNvdoF-8icRvrCE2hmyPDUIiK6&scisf=4&ct=citation&cd=808&hl=en,,Neurotherapeutics,"Ellegood, Jacob & Crawley, Jacqueline N",Springer,5.333333333333333,26036957,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26036957&cmd=prlinks&retmode=ref,[]
