i,Title,URL,Year,Citations,Versions,Cluster ID,PDF link,Citations list,Versions list,Citation link,Excerpt,Journal,Authors,Publisher,Citations Per Year,Journal Category,PMCID,Affiliations,Qualifiers,Data Use,Sets
395,The MNI data-sharing and processing ecosystem,http://www.sciencedirect.com/science/article/pii/S1053811915008009,2016.0,8,8,8046499501698205714,,"http://scholar.google.com/scholar?cites=8046499501698205714&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8046499501698205714&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:EkgUJKroqm8J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI1ymC4lA9K-m7ObATk63dLJYxK4vZ&scisf=4&ct=citation&cd=125&hl=en,"Neuroimaging has been facing a data deluge characterized by the exponential growth of bothraw and processed data. As a result, mining the massive quantities of.",NeuroImage,"Das, Samir & Glatard, Tristan & MacIntyre, Leigh C & Madjar, Cecile & Rogers, Christine & Rousseau, MarcEtienne & Rioux, Pierre & MacFarlane, Dave & Mohades, Zia & Gnanasekaran, Rathi & others",Elsevier,4.0,Journal,26364860,"Douglas Mental Health University Institute, Montreal, Canada. && McConnell Brain Imaging Centre (BIC), Montreal Neurological Institute (MNI), McGill University, Montreal, Canada. && McGill Centre for Integrative Neuroscience (MCIN), Ludmer Centre for Neuroinformatics and Mental Health, Montreal Neurological Institute (MNI), McGill University, Montreal, Canada. && McGill Centre for Integrative Neuroscience (MCIN), Ludmer Centre for Neuroinformatics and Mental Health, Montreal Neurological Institute (MNI), McGill University, Montreal, Canada; Université de Lyon, CREATIS ; CNRS UMR5220 ; Inserm U1044 ; INSA-Lyon ; Université Claude Bernard Lyon 1, France. && McGill Centre for Integrative Neuroscience (MCIN), Ludmer Centre for Neuroinformatics and Mental Health, Montreal Neurological Institute (MNI), McGill University, Montreal, Canada. Electronic address: samir.das@mcgill.ca.",,N,ABIDE
396,Age‐related changes in the topological organization of the white matter structural connectome across the human lifespan,http://onlinelibrary.wiley.com/doi/10.1002/hbm.22877/full,2015.0,12,8,12366958219591137274,,"http://scholar.google.com/scholar?cites=12366958219591137274&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=12366958219591137274&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:-rfTTvpCoKsJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJAhRrTOJ1SaT27vcJ3xgSd8snmdUd&scisf=4&ct=citation&cd=367&hl=en,"... mean age, 38.2 ± 21.4 years; 50 females) from the NKI/Rockland Sample (NKI-RS), which isprovided by the Nathan Kline Institute (NKI, NY) and publicly available at the InternationalNeuroimaging Data-sharing Initiative (INDI) online (http://fcon_1000.projects.nitrc.org/indi/pro ...",Human brain mapping,"Zhao, Tengda & Cao, Miao & Niu, Haijing & Zuo, XiNian & Evans, Alan & He, Yong & Dong, Qi & Shu, Ni",Wiley Online Library,4.0,Journal,26173024,"Key Laboratory of Behavioral Science, Institute of Psychology Chinese Academy of Sciences, Beijing, 100101, China. && Laboratory for Functional Connectome and Development, Institute of Psychology Chinese Academy of Sciences, Beijing, 100101, China. && State Key Laboratory of Cognitive Neuroscience and Learning & IDG/McGovern Institute for Brain Research, Beijing Normal University, Beijing, 100875, China. && McConnell Brain Imaging Center, Montreal Neurological Institute, McGill University, Montreal, Quebec, H3A 2B4, Canada. && Magnetic Resonance Imaging Research Center, Institute of Psychology Chinese Academy of Sciences, Beijing, 100101, China. && Center for Collaboration and Innovation in Brain and Learning Sciences, Beijing Normal University, Beijing, 100875, China.",brain network & graph theory & growth & development & diffusion MRI & methods & physiology & fiber tractography & anatomy & histology & white matter & lifespan,Y,NKI
397,A high resolution 7-Tesla resting-state fMRI test-retest dataset with cognitive and physiological measures,http://www.nature.com/mosaic_beta/optin?target=%2Farticles%2Fsdata201454%3Futm_campaign%3DFeed%253A%2Bsdata%252Frss%252Fcurrent%2B%2528Scientific%2BData%2529%26utm_medium%3Dfeed%26utm_source%3Dfeedburner,2015.0,12,19,14582101381439591799,,"http://scholar.google.com/scholar?cites=14582101381439591799&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=14582101381439591799&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:d5Vwd_IHXsoJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI-OJ4sV3bWEnwRoJZ5P3uT2Lt_wYo&scisf=4&ct=citation&cd=305&hl=en,... facilitated through the COINS database 35 (Data Citation 1: Functional Connectomes ProjectInternational Neuroimaging Data-Sharing Initiative http://dx ... with the ones used by the Consortiumfor Reliability and Reproducibility (CoRR) (http://fcon_1000.projects.nitrc.org/indi/CoRR ...,Scientific data,"Gorgolewski, Krzysztof J & Mendes, Natacha & Wilfling, Domenica & Wladimirow, Elisabeth & Gauthier, Claudine J & Bonnen, Tyler & Ruby, Florence JM & Trampel, Robert & Bazin, PierreLouis & Cozatl, Roberto & others",Nature Publishing Group,4.0,Journal,25977805,"Department of Neurology, Max Planck Institute for Human Cognitive and Brain Sciences , 04103 Leipzig, Germany. && Department of Neurophysics, Max Planck Institute for Human Cognitive and Brain Sciences , 04103 Leipzig, Germany. && Max Planck Research Group for Neuroanatomy and Connectivity, Max Planck Institute for Human Cognitive and Brain Sciences , 04103 Leipzig, Germany. && Department of Psychology, University of York , York YO10 5DD, UK. && Department of Neurology, Max Planck Institute for Human Cognitive and Brain Sciences , 04103 Leipzig, Germany ; Concordia University/PERFORM Center , Montreal, Canada H4B 1R6. && Databases and IT Group, Max Planck Institute for Human Cognitive and Brain Sciences , 04103 Leipzig, Germany.",methods & physiology,Y,FCP
398,ADHD classification by a texture analysis of anatomical brain MRI data,http://journal.frontiersin.org/article/10.3389/fnsys.2012.00066/full,2012.0,24,11,10726676607934551222,,"http://scholar.google.com/scholar?cites=10726676607934551222&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10726676607934551222&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:tlRu5IrP3JQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYTZNzoLovXuF6fbZsR1vetjlELZ6P&scisf=4&ct=citation&cd=128&hl=en,... A list of all subjects can be found in Table S3. The detailed phenotype of each subjectcan be found on the website for the ADHD-200 global competition (http://fcon_1000.projects.nitrc.org/indi/adhd200/). Diagnostics of ADHD. ...,Frontiers in systems neuroscience,"Chang, CheWei & Ho, ChienChang & Chen, JyhHorng",Frontiers,4.0,Journal,23024630,"Interdisciplinary MRI/MRS Lab, National Taiwan University Taipei, Taiwan ; Department of Electrical Engineering, National Taiwan University Taipei, Taiwan.",ADHD & local binary patterns & texture analysis & brain anatomical MRI & MRI & isotropic local binary patterns on three orthogona & LBP & ADHD200 global competition,Y,ADHD200
399,Annual Research Review: Discovery science strategies in studies of the pathophysiology of child and adolescent psychiatric disorders‐promises and limitations,http://onlinelibrary.wiley.com/doi/10.1111/jcpp.12503/full,2016.0,8,7,6951303512047676924,,"http://scholar.google.com/scholar?cites=6951303512047676924&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6951303512047676924&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:_O2G8bb9d2AJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMIxON2D6jw1cc80CcxRPiB26k1RbL-&scisf=4&ct=citation&cd=37&hl=en,"... ADHD-200 Consortium, +, +. Autism Brain Imaging Data Exchange, +, +. Human brain-focused.Scalable Brain Atlas, +, The Human Brain Atlas (MSU), +, 1000 Functional Connectomes Project(FCP), +, Nathan Kline Institute-Rockland Sample, +, +, +. Human Connectome Project ...",Journal of Child Psychology and Psychiatry,"Zhao, Yihong & Castellanos, F Xavier",Wiley Online Library,4.0,Journal,26732133,"Department of Child and Adolescent Psychiatry, The Child Study Center at NYU Langone Medical Center, New York, NY, USA. && Nathan S. Kline Institute for Psychiatric Research, Orangeburg, NY, USA.",brain image & psychopathology & classification & methods & Big Data & diagnosis & physiopathology & Neuropsychiatric disorders & inference & endophenotype & genetics,N,NKI;ADHD200;ABIDE
400,Decreased small-world functional network connectivity and clustering across resting state networks in schizophrenia: an fMRI classification tutorial,http://books.google.com/books?hl=en&lr=&id=8q1BCgAAQBAJ&oi=fnd&pg=PA269&dq=fcon_1000.projects.nitrc.org+OR+%22Rockland+Sample%22+OR+%221000+Functional+Connectomes+Project%22+OR+%22International+Neuroimaging+Data-Sharing+Initiative%22+OR+%22Autism+Brain+Imaging+Data+Exchange%22+OR+ADHD-200+OR+%22Consortium+for+Reproducibility+and+Reliability%22&ots=UPArZsM9TV&sig=y2kFhq9UWeyqeiSXosyQMMQfA8w,2013.0,19,17,10256813151197821370,,"http://scholar.google.com/scholar?cites=10256813151197821370&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10256813151197821370&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:unmz1DeFV44J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYimupAfe2D3f6SFIehqUMDGdYE8jZ&scisf=4&ct=citation&cd=517&hl=en,"... diseased patients. We present this research finding as a tutorial using the publiclyavailable COBRE dataset of 146 Schizophrenia patients and healthy controls, providedas part of the 1000 Functional Connectomes Project. We ...",,"Anderson, Ariana & Cohen, Mark S",,3.8,Journal,24032010,"Department of Psychiatry and Biobehavioral Sciences, Center for Cognitive Neuroscience, University of California Los Angeles Los Angeles, CA, USA.",independent component analysis & R & classification & functional network connectivity & Schizophrenia & fMRI & small-world & SVM,Y,FCP
401,Functional and structural syntax networks in aging,http://www.sciencedirect.com/science/article/pii/S1053811913007738,2013.0,19,11,11412295213571641258,,"http://scholar.google.com/scholar?cites=11412295213571641258&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=11412295213571641258&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:qg_UJAieYJ4J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYgU8w0Ztgg_m4dZiO9p8aZmqYlYiH&scisf=4&ct=citation&cd=453&hl=en,"... gov/afni). rs-fMRI analysis. Pre-processing steps were adapted from customizedprocessing scripts based on the 1000 Functional Connectomes Project (www.nitrc.org/projects/fcon_1000) (Biswal et al., 2010). Individual anatomical ...",Neuroimage,"Antonenko, Daria & Brauer, Jens & Meinzer, Marcus & Fengler, Anja & Kerti, Lucia & Friederici, Angela D & Floel, Agnes",Elsevier,3.8,Journal,23867559,"Department of Neurology, NeuroCure Cluster of Excellence, and Center for Stroke Research Berlin, Charité-Universitätsmedizin Berlin, Germany. Electronic address: daria.antonenko@charite.de.",physiology & Resting-state & anatomy & histology & Language & Connectivity & Functional imaging & White matter integrity & pathology,S,FCP
402,Predictive classification of individual magnetic resonance imaging scans from children and adolescents,http://link.springer.com/article/10.1007/s00787-012-0319-0,2013.0,19,11,10993962871359467922,,"http://scholar.google.com/scholar?cites=10993962871359467922&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10993962871359467922&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:kvE2pftmkpgJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYOkBmq3uDOE3W7iwjIG5pXaFYel7i&scisf=4&ct=citation&cd=15&hl=en,... The data included in the current study are available online as part of the ADHD-200Sample and the International Neuroimaging Data sharing Initiative. They can bedownloaded through http://fcon_1000.projects.nitrc.org/indi/adhd200. ...,European child \& adolescent psychiatry,"Johnston, BA & Mwangi, B & Matthews, K & Coghill, D & Steele, JD",Springer,3.8,Journal,22930323,"Division of Neuroscience, Ninewells Hospital and Medical School, Medical Research Institute, University of Dundee, Mailbox 5, Dundee, DD1 9SY, UK, blair.a.johnston@gmail.com.",pathology & methods & diagnosis & classification,Y,ADHD200
403,Seeded graph matching for correlated Erdös-Rényi graphs.,http://www.jmlr.org/papers/volume15/old-page-numbers/lyzinski14a/source/lyzinski14a.pdf,2014.0,15,9,5905595674840821142,http://www.jmlr.org/papers/volume15/old-page-numbers/lyzinski14a/source/lyzinski14a.pdf,"http://scholar.google.com/scholar?cites=5905595674840821142&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=5905595674840821142&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:lm34Ifrj9FEJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYmb1JqbEO-1wI99nqLX8Xu-Nc_3ui&scisf=4&ct=citation&cd=602&hl=en,"... We have 21 scans from the Kennedy Krieger Institute (KKI), with raw data available athttp://www.nitrc.org/projects/multimodal/, and 24 scans from the Nathan Kline Institute (NKI), witha description of the raw data available at http://fcon_1000.projects.nitrc.org/indi/pro ...",Journal of Machine Learning Research,"Lyzinski, Vince & Fishkind, Donniell E & Priebe, Carey E",,3.75,Journal,0,,,Y,FCP
404,Use of EEG to diagnose ADHD,http://link.springer.com/article/10.1007/s11920-014-0498-0,2014.0,15,9,15261232632793702879,,"http://scholar.google.com/scholar?cites=15261232632793702879&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=15261232632793702879&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:36FE2DjKytMJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYel5KuFmij4w15cpBfg77OcSpw__L&scisf=4&ct=citation&cd=408&hl=en,"... The competition put forth by the ADHD-200 consortium, challenging scientists to developnovel diagnostic profiles based on over 700 MRI datasets [91•], resulted in a range ofaccuracies from 55 to 78 % (arrived at by internal cross-validation). ...",Current psychiatry reports,"Lenartowicz, Agatha & Loo, Sandra K",Springer,3.75,Journal,25234074,"Semel Institute for Neuroscience and Human Behavior, David Geffen School of Medicine, 760 Westwood Pl. Suite 17-369, Los Angeles, CA, 90095, USA, alenarto@ucla.edu.",methods & physiology & diagnosis & standards,N,ADHD200
405,A multi-methodological MR resting state network analysis to assess the changes in brain physiology of children with ADHD,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0099119,2014.0,15,15,6007200749415357459,,"http://scholar.google.com/scholar?cites=6007200749415357459&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6007200749415357459&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:E9xcC0HdXVMJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYTRj7VOV-4TSrjjW6CCTQgcvPw9bd&scisf=4&ct=citation&cd=124&hl=en,"... cuneus. Recently, the ADHD 200 global competition (http://fcon_1000.projects.nitrc.org/indi/adhd200/) has made available free resting state data sets of 747 volunteers(healthy and ADHD with ages between 7 and 16 years old). ...",PloS one,"de Celis Alonso, Benito & Tobon, Silvia Hidalgo & Suarez, Pilar Dies & Flores, Julio Garcia & de Celis Carrillo, Benito & Perez, Eduardo Barragan",Public Library of Science,3.75,Journal,26599279,,,N,ADHD200
406,Differences and the relationship in default mode network intrinsic activity and functional connectivity in mild Alzheimer's disease and amnestic mild cognitive  …,http://online.liebertpub.com/doi/abs/10.1089/brain.2014.0234,2014.0,15,9,11929385440915526557,,"http://scholar.google.com/scholar?cites=11929385440915526557&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=11929385440915526557&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:nZN8mtqwjaUJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYgapwbrjK6yhO6scbKwt7PEu06qbG&scisf=4&ct=citation&cd=458&hl=en,"... lobe. Information about Downloading. ALFF analysis The ALFF preprocessing wasperformed with FSL processing tools, by using the script from the 1000 FunctionalConnectomes Project (www.nitrc.org/projects/fcon_1000). The ...",Brain connectivity,"Weiler, Marina & Teixeira, Camila Vieira Ligo & Nogueira, Mateus Henrique & de Campos, Brunno Machado & Damasceno, Benito Pereira & Cendes, Fernando & Balthazar, Marcio Luiz Figueredo","Mary Ann Liebert, Inc. 140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",3.75,Journal,0,,,S,FCP
